text,label,category
No I don't feel lucky,0,Misdirection
"NO THANKS, I'D RATHER PAY FULL PRICE",0,Misdirection
"No thanks, I don't like to save",0,Misdirection
"No thanks, I like paying full price",0,Misdirection
"No thanks, I'll be the last to know.",0,Misdirection
"No, I don't feel lucky",0,Misdirection
"No, I Don't Like Discounts",0,Misdirection
"NO THANKS, I DON'T LIKE FREE STUFF",0,Misdirection
"No thanks, I don't like winning.",0,Misdirection
I don't want to save money,0,Misdirection
"No thanks, I don't like savings",0,Misdirection
"NO THANKS, I'D RATHER PAY FULL PRICE",0,Misdirection
"No, I don't feel lucky",0,Misdirection
"No thanks, I don't want to save up to 75%",0,Misdirection
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",0,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,1,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
Your order is reserved for 08:48 minutes!,1,Urgency
HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,1,Urgency
00DAYS02HRS14MINS1211SEC,1,Urgency
"Due To HIGH Demand, Cart Expires In: 08:41",1,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,0,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
Cart will expire in 04:53 minutes!,1,Urgency
Your order is reserved for 09:35 minutes!,1,Urgency
Your order is reserved for 09:35 minutes!,1,Urgency
00DAYS00HOURS14MINUTES21SECONDS,0,Urgency
Your order is reserved for 09:14 minutes! ,1,Urgency
0 DAYS22 HOURS13 MINUTES21 SECONDS ,1,Urgency
Today's sale ends in: 00hours:57min:19sec,1,Urgency
Hurry up! Sale Ends in,0,Urgency
Your cart is reserved for 09:35 minutes.,1,Urgency
0 Days 2 Hours 57 Minutes 53 Seconds,1,Urgency
Your order is reserved for 09:54 minutes!,1,Urgency
Your order is reserved for 09:35 minutes!,1,Urgency
Your cart is reserved for 14:57 minutes!,1,Urgency
Your order is reserved for 09:57 minutes!,1,Urgency
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,1,Urgency
Activate within 0:30:00,1,Urgency
00DAYS07HOURS09MINUTES39SECONDS,1,Urgency
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,0,Urgency
Your order is reserved for 09:35 minutes!,1,Urgency
Hurry up! Discount Ends in DAYS HRS MINS SECS,0,Urgency
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,0,Urgency
Your order is reserved for 09:56 minutes!,1,Urgency
Cart will expire in 08:19 minutes!,1,Urgency
SAVE $200 OFF PUFFY,0,Urgency
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,1,Urgency
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,1,Urgency
01 Hours 37 Minutes 48 Seconds 1/10s,1,Urgency
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,1,Urgency
00Days17Hours12Mins13Secs,1,Urgency
Your order is reserved for 29:52 minutes!,1,Urgency
Hurry! This special sale ends in 2h 42m 0s,1,Urgency
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,0,Urgency
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,0,Urgency
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",0,Urgency
Your order is reserved for 08:53 minutes!,1,Urgency
Sale ending in 0 days 04 hours 12 minutes 10 seconds,1,Urgency
Your order is reserved for 19:57 minutes.,1,Urgency
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,1,Urgency
Discount pending $10 OFF 00:30:00,0,Urgency
Your order will be reserved for 6:56 minutes.,1,Urgency
02:06:40 left to buy,1,Urgency
Special sale ends in,0,Urgency
Your order is reserved for 09:35 minutes!,1,Urgency
0011Days:0088Hours:4411Minutes:21125445Seconds,1,Urgency
FLASH 19:15:22,0,Urgency
02 DAYS :23 HOURS :00 MINS :54 SECS,0,Urgency
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,1,Urgency
Explosive Offers! 80% Off Everything 07:25:41,0,Urgency
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing ,1,Urgency
Your order is prioritized for 13:22 minutes!,0,Urgency
Your order is reserved for 09:35 minutes!,0,Urgency
LIMITED TIME LEFT! 00 : 46 : 11,1,Urgency
00 HRS 57 MINS 56 SECS,1,Urgency
2 DAYS 13:06:13,1,Urgency
Sale Ends in 5 days 14 hours 42 mins 53 sec,0,Urgency
"Hurry! Sale Ends In:

02:59:50",1,Urgency
Spring Sale Extended,1,Urgency
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,0,Urgency
2day 13:49:51 Left,0,Urgency
Days left until the offer ends: 00 Days 04:43:35,0,Urgency
Your cart is reserved for 14:05 minutes!,0,Urgency
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",0,Urgency
Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,1,Urgency
Checkout within 04:10 so we don't run out of stock!,0,Urgency
Deal expires in: 03 hrs 25 mins 22 sec,1,Urgency
1day21:04:58,1,Urgency
1day21:04:58,1,Urgency
-90% discount if you order within 9:55:44,1,Urgency
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,1,Urgency
Order in 13:16 to get $200 off your mattress,1,Urgency
60% OFF ENDS IN DAYS HOURS MINUTES SECONDS,0,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
00:15:07:45,0,Urgency
BE QUICK 00:57:33 DON'T MISS OUT,1,Urgency
VIP OFFERS END 00:54:59,1,Urgency
Offer ends in 15hrs 1min 56sec!,0,Urgency
3Days01:49:51 Left,1,Urgency
Your order is reserved for 09:58 minutes!,0,Urgency
activate within 10:00,1,Urgency
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,0,Urgency
00:44:56,1,Urgency
Hurry Up ! Time is running out,1,Urgency
Hurry! Sale ends in:,0,Urgency
4 days 05:46:20,1,Urgency
Complete your purchase within the next 12:18 minutes and receive 10% off,0,Urgency
HAUTELOOK 04:53,0,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
Offer ends 0Hours:04Minutes:46Seconds,1,Urgency
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,0,Urgency
3DAYS124606,0,Urgency
3DAYS124606,0,Urgency
Items will be reserved in your cart for 19:10,1,Urgency
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,0,Urgency
Items will be reserved in your cart for 19:10,1,Urgency
Offer ends in,1,Urgency
You left 2 items in your bag Released in: 29 minutes :07 seconds,1,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,1,Urgency
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,0,Urgency
Flash Sale ends in SHOP NOW  ,0,Urgency
DEAL ENDS IN 40:55:13,0,Urgency
DEAL ENDS IN 40:55:13,0,Urgency
Offer ends in 9hrs 55min 29sec!,0,Urgency
HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS,1,Urgency
Your order is reserved for 07:28 minutes!,1,Urgency
Order in 14:53 to get 2 pillows for free,1,Urgency
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,0,Urgency
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,1,Urgency
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,0,Urgency
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,1,Urgency
HURRY! YOUR 10% OFF EXPIRES IN 29:43,1,Urgency
Offer ends in 03 days 19 hours : 54 mins : 22 secs,0,Urgency
35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,1,Urgency
"HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",0,Urgency
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,0,Urgency
DAYS HRS MINS SECS,0,Urgency
OFFER ENDS 00:54:59,1,Urgency
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,0,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
Your order has been reserved for,0,Urgency
"Ends in 1 Days, 4 Minutes, 44 Seconds",0,Urgency
OFFER ENDS: 09h: 09m: 55s: 0 ,0,Urgency
HURRY UP > 09H 42M 39S,1,Urgency
Your order is reserved for 09:43 minutes!,1,Urgency
Items reserved for 15:00,0,Urgency
Get 20% off Sample Doors! Ã—Offer Ends In 58 : 29 Use Promo Code sample20off,1,Urgency
Massive Tax Time Sale See Discounts! Sale ends in,0,Urgency
1 day 08:15:25,0,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.,1,Urgency
"UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS",0,Urgency
Your order is reserved for 09:35 minutes!,1,Urgency
"Hurry, Limited Time Offer! 11:25",1,Urgency
Time remaining: 04:50,1,Urgency
Price Guaranteed For DAYS/HRS/MINS/SECS,1,Urgency
Your order is reserved for 09:45 minutes!,1,Urgency
Your order is reserved for 09:35 minutes!,1,Urgency
"Hurry, Sale ends in 9 Hours!",1,Urgency
"Iâ€™ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",0,Forced Action
I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,0,Forced Action
I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,0,Forced Action
I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,0,Forced Action
"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",0,Obstruction
"If you wish to cancel your subscription, you can email us at getflat@flattummyco.com",0,Obstruction
"There is no commitment and no minimum to buy. Please note exact shipment times may vary. To customize this program or future shipments, call customer service anytime at 1-800-THICKEN (844-2536).",0,Obstruction
"Members may cancel their Membership at any time during their Membership term and receive a full refund, less any benefits/savings received in their current Membership term (for example, Buyerâ€™s Club Discounts received or free shipping). Refunds for completed years completed will not be made, even if the Member did not use any of the benefits during the Membership term. To cancel your membership, please contact our customer service department by contacting us at 1-800-375-3006.",0,Obstruction
"Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.",0,Obstruction
Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDGâ€™s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.,0,Obstruction
"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",0,Obstruction
"If you wish to cancel a membership, please contact our Customer Services Department on UK: +44 808 164 8264 (standard local call charges will apply) or via email on customer.service@beautypie.com. You can also contact the Customer Services Department by post at: Beauty Pie Limited, Customer Service Department, The Point, 210 New Kings Road, London SW6 5NZ, United Kingdom. Please quote your order number in all correspondence.",0,Obstruction
"Prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the Passport Program, and (iii) where you may find more information about the Passport Program. We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you.",0,Obstruction
"To cancel your order before it ships, call us.",0,Obstruction
"Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am â€“ 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am â€“ 4pm Pacific Time, M-F to process Your cancellation.",0,Obstruction
You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,0,Obstruction
"IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.",0,Obstruction
"You may cancel or renew your membership to the VIP Program or find out more information about your VIP Program subscription, including your annual expiration date, by contacting support@grove.co.",0,Obstruction
"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.",0,Obstruction
"If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.",0,Obstruction
"You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.",0,Obstruction
You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,0,Obstruction
You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM â€“ 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,0,Obstruction
"You may cancel your Minted More membership at any time by contacting Minted Customer Service at www.minted.com/help. If you cancel your membership before your Minted More gift box has shipped, we will refund your full membership fee; provided that we may charge you (or withhold from your refund) the value of Minted More discount benefits used by you and your account prior to cancellation. If you cancel at any other time, your membership fee is non-refundable.",0,Obstruction
We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,0,Obstruction
We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,0,Obstruction
"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",0,Obstruction
"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",0,Obstruction
"For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.",0,Obstruction
"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or â€˜Skipâ€™ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).",0,Obstruction
You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,0,Obstruction
"YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS.",0,Obstruction
"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.",0,Obstruction
"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and weâ€™ll respond promptly. If your membership has already renewed and youâ€™d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTHâ€™S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. Weâ€™ll get back to promptly!",0,Obstruction
Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,Depends,Sneaking
Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00,Depends,Sneaking
Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,Depends,Sneaking
Free 60 day VIP trial membership with this order. Cancel anytime.,Depends,Sneaking
"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of Â£3.75 per publication. You also agree to receive supplementary Directories and â€˜New Inâ€™ publications at no additional charge.",Depends,Sneaking
"â—ŠAfter 1 year, subscription auto renews with fee. Review your iFitÂ® Coach account on a computer, tablet, smartphone, or equipment console.",Depends,Sneaking
"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",Depends,Sneaking
"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix â€˜Standardâ€™ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",Depends,Sneaking
Enjoy FREE shipping with WSJwine Advantage,Depends,Sneaking
Selling fast!,0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
Will sell out fast!,0,Scarcity
Strong demand! Complete your order before it's too late!,0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
Items in your cart are in VERY high-demand.,0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
Items in your cart are in high demand.,0,Scarcity
Extremely high demand: expect 2-4 weeks for it to arrive (to be safe). Limit 4 per person!,0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
High demand,0,Scarcity
HIGH DEMAND,0,Scarcity
"An item you ordered is in high demand. No worries, we have prioritized your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
This item is in high demand.,0,Scarcity
"Sorry, this is out of stock. You just missed it.",0,Scarcity
Items in your cart are selling fast,0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
Items in your cart are in high demand. But we have reserved your order.,0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"ONCE IT'S GONE, IT'S GONE",0,Scarcity
"ONCE IT'S GONE, IT'S GONE",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"Items in your cart are in high demand, but we have reserved your order.",0,Scarcity
"Our items sell fast, don't miss out!",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,0,Scarcity
IN HIGH DEMAND!,0,Scarcity
"An item you ordered is in high demand. No worries, we have prioritized your order.",0,Scarcity
"An item you ordered is in high demand. No worries, we have reserved your order.",0,Scarcity
"Hurry, this style is selling fast!",0,Scarcity
In demand,0,Scarcity
"Due To HIGH Demand, Cart Expires In: 08:41",0,Scarcity
Selling Fast,0,Scarcity
"Hurry, this style is selling fast!",0,Scarcity
LIMITED OFFER: $125 Off + 2 Free Pillows,0,Urgency
Sale ends soon,0,Urgency
* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!,0,Urgency
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",0,Urgency
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,0,Urgency
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,0,Urgency
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",0,Urgency
Limited Time Offer,0,Urgency
Limited time offer,0,Urgency
Limited time offer,0,Urgency
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",0,Urgency
"Now 30% off - hurry, limited time offer!",0,Urgency
LIMITED TIME DEAL!,0,Urgency
Wait! Take 10% off Your First Order Deal Expires Soon!,0,Urgency
LIMITED TIME SALE,0,Urgency
ONLY AVAILABLE FOR A LIMITED TIME,0,Urgency
50% OFF for Limited Time Only!!!,0,Urgency
"Only available for a LIMITED TIME, so get yours TODAY!",0,Urgency
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,0,Urgency
Ends Sunday! $200 off any mattress . free shipping & free returns!,0,Urgency
Act now and save $12.99. Limited time only!,0,Urgency
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",0,Urgency
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,0,Urgency
ON SALE AT $1.99 FOR A LIMITED TIME,0,Urgency
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,0,Urgency
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",0,Urgency
Sale ends soon:,0,Urgency
FOR A LIMITED TIME ONLY,0,Urgency
Limited Time Promo $194.00,0,Urgency
Limited Time Offer!,0,Urgency
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,0,Urgency
Limited Time,0,Urgency
$69.50 For A Limited Time Details,0,Urgency
FLASH SALE | LIMITED TIME ONLY Shop Now,0,Urgency
Limited Time Sale - Buy Now!,0,Urgency
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,0,Urgency
SLEEP EVENT OFFERS - LIMITED TIME ONLY,0,Urgency
Limited Time: $10 Off! Discount Reflected In Price!,0,Urgency
Limited time offer,0,Urgency
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!),0,Urgency
On Sale! Limited Time Offer!,0,Urgency
Limited Time Offer,0,Urgency
Limited Time Offer,0,Urgency
FREE SHIPPING // FOR A LIMITED TIME ONLY,0,Urgency
Limited Time Offers,0,Urgency
Limited time remaining!,0,Urgency
Limited Time Remaining!,0,Urgency
Limited time - final price reflects extra 29% off,0,Urgency
LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,0,Urgency
LIMITED TIME ONLY!,0,Urgency
LIMITED TIME ONLY,0,Urgency
Free Shipping On Orders Over $49* - Limited Time Only,0,Urgency
HURRY! Â£32.99 UK DELIVERY ENDS SOON,0,Urgency
"$3,159.20 $3,949.00 Limited time only",0,Urgency
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,0,Urgency
Limited Time Offer: 10% Off your first order!,0,Urgency
FRAMON #2 Code Machine Offer - Limited time offer!,0,Urgency
STOCK IS GUARANTEED FOR 60 MINUTES,0,Urgency
"Hurry, before it is gone! Limited time remaining!",0,Urgency
LIMITED TIME ONLY!,0,Urgency
